department,course_id,course_name,credit_hours,course_description
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET701,Genetic Lecture Series,1,Diverse but current topics in all aspects of genetics. Relates new techniques and current research of notables in the field of genetics.
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET702,Student Seminars,1,Required of all candidates for the degree in genetics.  A course to provide public lecture experience to advanced genetics students. Students present personal research seminars based on their individual dissertation projects.  Lectures are privately critiqued by fellow students and genetics faculty.
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET703,Student Seminars,1,Required of all candidates for the degree in genetics. A course to provide public lecture experience to advanced genetics students. Students present personal research seminars based on their individual dissertation projects. Lectures are privately critiqued by fellow students and genetics faculty.
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET722,Population Genetics,1,"This short course will cover methods of inferring/estimating natural selection, including the Dn/Ds ratio, the McDonald-Kreitman test, and the Poisson Random Field model. The course will feature discussions of high-profile publications that describe the application of these methods to yield insights into the forces that have shaped organismal evolution."
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET730,Fundamentals of Quantitative Image Analysis for Light Microscopy,1,"This course is a practical introduction to quantitative analysis of light microscopy images. During the class students will follow tutorials that will guide them through common tasks in analysis of biological images. They will be introduced to basic concepts of image processing like image registration, filtering, object detection etc."
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET742,Introduction to UNIX and Python Programming for Biomedical Data Analysis,1,"This module will introduce UNIX and Python programming. It is mainly targeted towards biomedical scientists who would be able to use Python to analyze, transform, and manage large datasets."
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET743,Introductory Statistical Analysis in R for Biomedical Scientists,1,"This module will introduce the data analysis environment R and use it to illustrate basic concepts in data manipulation, plotting of complex data, and basic statistical modeling. Class examples will be general and will aim to build familiarity and confidence with R and data analysis."
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET744,"Biological Sequence Analysis, Protein-Structure, and Genome-Wide Data",2,"This module provides an introduction to basic protein structure/function analyses combining sequence informatics and macromolecular structure. In the second half the focus will switch to analysis of genome-wide datasets and methods used for the analysis of such ""big data."""
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET747,Development of New Applications for Next Generation Sequencing,2,This class is designed to shed new light on wide variety of tools available for developing new ideas for NGS applications.
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET749,Practical RNA-Seq,2,This course is designed to familiarize students with everything needed to run an RNA-Seq experiment. There will be minimal emphasis on theory and heavy focus on practical aspects. There are no formal prerequisites required for this course and no prior experience with UNIX or the command line interface is expected.
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET750,Genomics of Complex Human Disease,2,"Human complex diseases are major focus in human genomics. They have important genetic components, but inheritance is probabilistic and not deterministic. This graduate seminar will cover the main approaches (genome-wide association, next-generation sequencing, and structural variation in case-control and pedigree studies) and current knowledge in the main disease areas."
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET760,"Advanced Topics in CRISPR-Based Genome Engineering:Origins, Applications, and Ethical Considerations",1,"This graduate-level course is designed to teach students about the origins of CRISPR-Cas genome engineering technology, its applications to research and human health, and the ethical/societal considerations surrounding this powerful technology. Emphasis will be made on recent literature, new applications, discoveries and bioethics. Students interested in taking this class must have taken an advanced Genetics or Molecular Biology course."
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET801,Cell Cycle Regulation and Cancer,3,"This journal club-style discussion course will focus on molecular events that regulate normal cell cycle progression, and on how deregulation of the cell cycle leads to cancer.  Classes will follow the development of the cell cycle field chronologically, learning how current concepts and paradigms have evolved through scientific inquiry."
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET850,Training in Genetic Teaching,3,"Required preparation, two courses in genetics. Permission of the instructor. Principles of genetic pedagogy. Students are responsible for assistance in teaching genetics and work under the supervision of the faculty, with whom they have regular discussion of methods, content, and evaluation of performance. (Throughout the year.) Staff."
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET865,Advanced Nutritional Biochemistry: Nutrigenetics and Nutrigenomics,2,Permission of the instructor. Course focuses on nutrigenetics and nutrigenomics with an emphasis on the genetic and dietary interactions predisposing one to increased risk of disease.
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET870,Writing Fellowship Proposals,1,"Provides practical experience to predoctoral students in writing fellowship proposals, using the NIH F31 as a template. Students will have weekly writing assignments, with feedback given by students and faculty. Open to 2nd and 3rd year students in the Curriculum or by permission of the instructor."
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET888,Responsible Conduct of Research,1,"Provides advanced predoctoral students with an understanding of issues relevant to conducting biomedical research as responsible citizens. It fulfills the NIH requirement for continued RCR training. Open to 4th and 5th year students in the Biology, Genetics and Molecular Biology, and Biochemistry PhD programs or by permission of the instructor."
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET891,Special Topics,1,Advance topics in current research in statistics and operations research.
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET905,Research in Genetics,1,May be repeated for credit.
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET992,Master's (Non-Thesis),3,
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET993,Master's Research and Thesis,3,Permission of the department. Students are not accepted directly into the M.S. program.
GENETICS AND MOLECULAR BIOLOGY (GNET),GNET994,Doctoral Research and Dissertation,3,
GEOGRAPHY (GEOG),GEOG50,First-Year Seminar: Mountain Environments,3,"This course is on understanding the physical geography of mountain environments and the processes that have created them, shaped them, and sustained them. Honors version available."
GEOGRAPHY (GEOG),GEOG52,First-Year Seminar: Political Ecology of Health and Disease,3,"This course examines the intersection of political, economic, social, and environmental systems that shape health and disease across spatial and temporal scales. A political ecological framework is used to examine such topics as how political forces and economic interests helped shape the HIV/AIDS and malaria pandemics in Africa and beyond. Honors version available."
GEOGRAPHY (GEOG),GEOG53,First-Year Seminar: Battle Park: Carolina's Urban Forest,3,An introduction to the study of urban forest landscapes through a series of field experiences in Carolina's Battle Park.
GEOGRAPHY (GEOG),GEOG54,First-Year Seminar: Global Change and the Carolinas,3,"An examination of the ways in which change in the global physical environment, human induced and natural, might impact the Carolinas."
GEOGRAPHY (GEOG),GEOG55,First-Year Seminar: Landscape in Science and Art,3,"Explores viewing landscape from the perspective of science and of art, and investigates how an integration of both leads to a better understanding and appreciation of a landscape."
GEOGRAPHY (GEOG),GEOG56,First-Year Seminar: Local Places in a Globalizing World,3,"An examination of the relationship between globalization and localization in order to think about how we, as individuals and groups, can make a difference in the world."
GEOGRAPHY (GEOG),GEOG58,First-Year Seminar: Making Myth-Leading Memories: Landscapes of Remembrance,3,"This course considers memorial landscapes created to reinforce values symbolized by the person, group, or event memorialized. It looks at how disagreements and cultural changes affect memorial landscape interpretation."
GEOGRAPHY (GEOG),GEOG59,"First-Year Seminar: Space, Identity, and Power in the Middle East",3,This seminar examines the role traditional and modern spaces play in representations of the Middle East and how Middle Easterners engage these contested spaces to construct their cultural and political identities.
GEOGRAPHY (GEOG),GEOG60,First-Year Seminar: Health Care Inequalities,3,"Explores the social and spatial inequalities in health care access and use and their impacts on health. A variety of topics are examined, including health-related policies, beliefs about health and health care, modern medical practices, and health care costs."
GEOGRAPHY (GEOG),GEOG61,First-Year Seminar: Climate Change in the American Southeast,3,"Seminar participants, working in small groups, will run climate models and investigate current climate trends, combining the results to create scenarios of future climate for the southeast United States."
GEOGRAPHY (GEOG),GEOG62,First-Year Seminar: The Culture of Technology,3,"This first-year seminar uses the lens of culture to explore systems of meaning and values, and relations of social power, that are invested in technologies."
GEOGRAPHY (GEOG),GEOG63,First-Year Seminar: The Problem with Nature and Its Preservation,3,Alternative conceptualizations of nature in Western culture and how these meanings help create the landscapes in which we live and allow us to evaluate the implications of efforts to preserve nature. Honors version available.
GEOGRAPHY (GEOG),GEOG64,First-Year Seminar: Vietnam,3,"Explores modern Vietnam and situates the American war in broader spatial and historical context. Draws on fact, fiction, and visual media to introduce a fascinating place, rich in history, and to animate a geographic imagination students can take anywhere."
GEOGRAPHY (GEOG),GEOG65,First-Year Seminar: Climate Change in the Media,3,"Examines the scientific basis of climate change and how the established science is presented, distorted, and debated in the public sphere. Explores how a variety of media sources can be used to effectively communicate about climate change to people with different perspectives. Honors version available. Honors version available."
GEOGRAPHY (GEOG),GEOG67,First-Year Seminar: Politics of Everyday Life,3,"Seminar examines the ways that politics, especially contests over territory, are part of our day-to-day life. We will explore a range of cases, from immigration policy and rhetoric in the United States, to popular representations of geopolitics in film, to the politics of family planning in India."
GEOGRAPHY (GEOG),GEOG68,First-Year Seminar: Freshwaters in the Anthropocene,3,"Freshwaters sustain myriad ecosystem services by providing drinking water, irrigation, inland fisheries, transportation, recreational opportunities, nutrient cycling, and biodiversity.  At the same time, both water quality and quantity are impacted by land use, water abstraction, damming, contamination, and climate change.  This seminar will focus (1) on understanding how these anthropogenic pressures affect freshwater ecosystems differently across ecoregions, and (2) how management, legislative, and social initiatives have adapted or developed solutions."
GEOGRAPHY (GEOG),GEOG89,First Year Seminar: Special Topics,3,Special Topics Course.  Content will vary each semester.
GEOGRAPHY (GEOG),GEOG110,The Blue Planet: An Introduction to Earth's Environmental Systems,3,"Emphasizes geographic patterns and interrelationships in energy, climate, terrain, and life. Develops integrative view of how atmospheric, hydrologic, geomorphic, and biotic processes create global patterns in the environment. Incorporates influence of human activities on earth. Class will help students understand the natural environment, both globally and in North Carolina. Honors version available."
GEOGRAPHY (GEOG),GEOG111,Weather and Climate,3,An introduction to the nature and causes of weather variability and climate change and their impact on human activity. No laboratory. (Core)
GEOGRAPHY (GEOG),GEOG115,Maps: Geographic Information from Babylon to Google,3,Introduces the science and art of map making and will lay the conceptual foundation necessary to understand how and why maps are made and used.
GEOGRAPHY (GEOG),GEOG120,World Regional Geography,3,"A survey of the geographic structure of human activity in major world regions and nations. Emphasizes current developments related to population, urbanization, and economic activity. (Core)"
GEOGRAPHY (GEOG),GEOG121,Geographies of Globalization,3,"This course examines places and the connections between places to build critical understandings of the role of human geographies in global economic, political, social, and cultural systems. (Core)"
GEOGRAPHY (GEOG),GEOG123,Cultural Geography,3,"How population, environment, and human culture is expressed in technology and organization interact over space and time. (GHA)"
GEOGRAPHY (GEOG),GEOG124,Feminist Geographies,3,"This course explores the relationship between gender and place and introduces feminist approaches to key geographical concepts. We will study how places that we live in shape our gender identities and how gender relations affect our worlds. Topics include bodies, home, city, migration, development, nationalism, and war."
GEOGRAPHY (GEOG),GEOG125,Cultural Landscapes,3,Explores how everyday culture helps create the landscapes and places in which we live and what these landscapes tell us about ourselves.
GEOGRAPHY (GEOG),GEOG130,Development and Inequality: Global Perspectives,3,"An introduction to historical and contemporary ideas about practices and meanings of development. Students will explore ""development"" in a global landscape of poverty, power, and struggles over inequality."
GEOGRAPHY (GEOG),GEOG141,Geography for Future Leaders,3,"In this course, students develop geographic concepts and skills and use them to navigate real-world social and environmental challenges. Co-taught by a physical and human geographer, the course provides students with essential building blocks for becoming active and engaged leaders and citizens in a rapidly changing world."
GEOGRAPHY (GEOG),GEOG210,Global Issues and Globalization,3,"Survey of international social, political, and cultural patterns in selected societies of Africa, Asia, America, and Europe, stressing comparative analysis of conflicts and change in different historical contexts. LAC recitation sections offered in French, German, and Spanish."
GEOGRAPHY (GEOG),GEOG212,Environmental Conservation and Global Change,3,"Survey of environmental change as driven by physical processes and human activity. Problem-solving methods are explored. Focus on issues such as global warming, ozone depletion, deforestation, extinction, pollution, wetland loss. This course will provide significant background in physical geography in the context of today's most pressing environmental concerns and with reference to the societal implications and management strategies. (No lab.) (Core)"
GEOGRAPHY (GEOG),GEOG215,Introduction to Spatial Data Science,3,"This course will introduce students to data science with a focus on spatial (geographic) data, data that are referenced to a location on Earth's surface. Students will learn concepts and techniques to apply various facets of data science practice, including data collection, management, and integration, descriptive modeling, exploratory spatial data analysis, and communication via visualization and mapping. Real world examples and datasets spanning physical, social, and health sciences will be used throughout the course."
GEOGRAPHY (GEOG),GEOG222,Health and Medical Geography,3,"Health and disease are studied by analyzing the cultural/environmental interactions that lie behind world patterns of disease distribution, diffusion, and treatment, and the ways these are being altered by development. Previously offered as GEOG 445. (GHA)"
GEOGRAPHY (GEOG),GEOG225,"Space, Place, and Difference",3,"Gender, race, and class are examined in terms of the spatial patterns of everyday life, regional patterns, and global patterns. (GHA)"
GEOGRAPHY (GEOG),GEOG228,Urban Geography,3,"Explores the evolution, patterns, and processes of urbanization and the development of cities. Emphasis on the power, politics, technology, and environmental forces shaping urban life. Topics may include housing and segregation, cities and climate change, economic development, transportation challenges, and the racialization of urban policy."
GEOGRAPHY (GEOG),GEOG230,The World at Eight Billion,3,"Approximately eight billion people live on the Earth. How did we get here? What have been the consequences for us and the planet? What will the future bring? To answer these questions, we will draw on population and human-environment geography and on an abundance of new data sources."
GEOGRAPHY (GEOG),GEOG232,"Agriculture, Food, and Society",3,"A study of environmental parameters, cultural preferences, technological developments, and spatial economic infrastructure that result in world patterns of food consumption, production, and distribution. (GHA)"
GEOGRAPHY (GEOG),GEOG237,Natural Resources,3,"An analysis of selected biological and mineral resources of the world with particular emphasis on their distribution, utilization, and management policies and on their social and economic implications. (GHA)"
GEOGRAPHY (GEOG),GEOG240,Introduction to Environmental Justice,3,"Environmental justice is about social equity and its relationship to the environment. This course provides an introduction to the principles, history, and scholarship of environmental justice. It traces the origins of the movement in the US and globally and its relationship to environmentalism. Students will use case studies and engagement to become familiar with environmental justice concerns related to food systems, environmental health, climate change, and economic development."
GEOGRAPHY (GEOG),GEOG253,Introduction to Atmospheric Processes,4,"Includes one-hour laboratory. Atmospheric processes including radiation, dynamics, and thermodynamics are emphasized. Circulations across a range of temporal and spatial scales are described. Links between environmental problems and the atmosphere are explored."
GEOGRAPHY (GEOG),GEOG254,American Historical Geographies,3,"A study of selected past geographies of the United States with emphasis on the significant geographic changes in population, cultural, and economic conditions through time. Previously offered as FOLK/GEOG 454. (GHA)"
GEOGRAPHY (GEOG),GEOG259,Society and Environment in Latin America,3,"This survey course examines political, cultural, and biophysical dimensions of human- environment relations across the ecologically diverse and historically rich region of Latin America. It draws on multiple data sources, perspectives, and media to explore sub-regions and their biocultural histories, including the Caribbean, Andes, Amazon, Central and North America, and their relationship with the United States."
GEOGRAPHY (GEOG),GEOG260,North America's Landscapes,3,"A survey of the cultural and physical landscapes of the United States and Canada. Emphasis on landscape evolution, present distributions, and interactions between people and their environment. (Regional)"
GEOGRAPHY (GEOG),GEOG261,The South,3,"Present-day Southern United States, approached historically through a study of its physical, economic, and cultural environment. (Regional)"
GEOGRAPHY (GEOG),GEOG262,Geography of North Carolina,3,"A survey of the cultural, economic, and physical diversity of North Carolina. Emphasizes regional patterns, historical changes, and the appearance of the landscape. (Regional)"
GEOGRAPHY (GEOG),GEOG263,Environmental Field Studies in Siberia,4,This course explores the biogeography of Siberia and gives students practical training on how to do field work in field ecology and physical geography.
GEOGRAPHY (GEOG),GEOG264,Conservation of Biodiversity in Theory and Practice,3,This course will give students a multidisciplinary introduction to growing field of biodiversity preservation.
GEOGRAPHY (GEOG),GEOG265,Eastern Asia,3,"Spatial structure of population, urbanization, agriculture, industrialization, and regional links in China, Japan, and Korea. (Regional)"
GEOGRAPHY (GEOG),GEOG266,Society and Environment in Southeast Asia,3,"This survey integrates sociological, biophysical, and geographical elements to examine interactions of population and environment across the ecologically-diverse and historically-rich region of Southeast Asia. Draws on multiple data sources, perspectives, and media to explore Vietnam, Indonesia, Malaysia, Thailand, Burma/Myanmar, the Philippines, and neighboring countries."
GEOGRAPHY (GEOG),GEOG267,South Asia,3,"Introduces students to the geography of South Asia, including an overview of the physical environment, cultural practices, and economic development. Emphasizes the political geography of South Asia and political and social processes such as nationalism and colonialism that have played a formative role in the region."
GEOGRAPHY (GEOG),GEOG268,Geography of Africa,3,"Africa is a vast continent with extraordinary biodiversity, cultural diversity, and history. But despite its many historic and contemporary contributions to the modern world, Africa is often represented as needing civilization, development, economic growth, charity, and education. This course investigates Africa's place in the global geopolitical imagination. With an emphasis on human geography, we analyze various forms of media (including maps, films, songs) to investigate the relationship between representation and the sociopolitical construction of place."
GEOGRAPHY (GEOG),GEOG269,Human-Environment Interactions in the Galapagos Islands,3,The Social and ecological implications of resource conservation and eonomic development in a World Heritage Site are examined in the Galapagos Islands of Ecuador.
GEOGRAPHY (GEOG),GEOG270,Geography of Contemporary China,3,"This course provides a systematic introduction to China as an emerging political and economic power. From a geographic perspective, this course addresses uneven human and physical landscapes, the historical evolution and current status of the natural environment, economic development, and human well being."
GEOGRAPHY (GEOG),GEOG281,Ethnographies of Globalization: From 'Culture' to Decolonization,3,"This course will provide lower level undergraduate students with a survey of ethnographic research in geography and related fields. We will examine studies from work, labor, and gender, to indigenous youth and decolonization. Previously offered as GEOG 481."
GEOGRAPHY (GEOG),GEOG293,Freedom Farming,3,"The objective of Freedom Farming is to understand--in theory and in practice--the relationship between farming, health, and social justice among Black communities throughout the African diaspora. To this end we will investigate the history of agriculture's place in Black liberation movements; engage theories that orient these movements. Students also contribute to a local freedom farm. APPLES service-learning."
GEOGRAPHY (GEOG),GEOG294,Beyond Sustainability,3,"This course explores critical questions of sustenance, which are often overlooked in ''sustainability'' discourse: How do people sustain themselves in North America? Against what pressures? How does the geography and history of the land shape cultural, social, political, and economic practices of sustenance? And, in contexts of oppression, dispossession, and discrimination, how do acts of sustenance intersect or conflict with larger cultural, social, economic, and political debates about ''sustainability''?"
GEOGRAPHY (GEOG),GEOG295,Undergraduate Research in Geography,3,Permission of the instructor. For students who wish to participate in departmental research programs. May be taken twice.
GEOGRAPHY (GEOG),GEOG296,Independent Study,1,Permission of the instructor. Special reading and research in geography under the supervision of a selected instructor. Course may not be taken more than twice.
GEOGRAPHY (GEOG),GEOG334,Human Ecology of Health and Disease,3,"Examines the role of the interactions of cultures, environments, and human diseases in the quest for sustainable agriculture by examining the cultural ecology of agriculture systems and their human diseases. Previously offered as GEOG 434. (GHA)"
GEOGRAPHY (GEOG),GEOG341,"Hydrology, Ecology, and Sustainability of the Humid Tropics",3,"The Tropics have some of the largest river flows in the world. Three billion people live in humid tropical regions, yet many of them lack adequate water supply. This course focuses on the water cycle of tropical regions and the interactions between hydrology and ecology with an emphasis on sustainability."
GEOGRAPHY (GEOG),GEOG370,Introduction to Geographic Information,3,"A survey of geographic data sources including maps, photos, digital images, Census information, and others. Emphasis is on appropriate uses, limitations, and skilled interpretation in physical and human geography applications. (Core)"
GEOGRAPHY (GEOG),GEOG390,Contemporary Topics in Geography,1,Exploration of topics in contemporary geography.
GEOGRAPHY (GEOG),GEOG391,Quantitative Methods in Geography,3,This course provides an introduction to the application of statistical methods to geographic problems and to statistical packages in their solution. Attention given to spatial data analysis and sampling methods.
GEOGRAPHY (GEOG),GEOG392,Research Methods in Geography,3,"Introduces geographic research methods and develops skills to conduct independent research. Themes include spatial analysis, knowledge production, methodology, theory and evidence, and principles of informed argument. Students gain experience with multiple methods applicable to the study of diverse topics."
GEOGRAPHY (GEOG),GEOG406,Atmospheric Processes II,4,Principles of analysis of the atmosphere are applied to the analysis of environmental phenomena. The link between the atmosphere and other environmental compartments is explored through environmental case studies.
GEOGRAPHY (GEOG),GEOG410,Modeling of Environmental Systems,3,"Uses systems theory and computer models to understand ecosystem energy and matter flows, such as energy flow in food webs, terrestrial ecosystem evapotranspiration and productivity, related to climate, vegetation, soils, and hydrology across a range of spatial and temporal scales."
GEOGRAPHY (GEOG),GEOG412,Synoptic Meteorology,3,An analysis of synoptic weather patterns and the processes responsible for them. Climatological aspects of these weather patterns are emphasized. (EES)
GEOGRAPHY (GEOG),GEOG414,Climate Change,3,"An investigation of the scientific basis of climate change (past, present, and future), the current state of knowledge concerning future projections, and the implications of climate change for society and the environment."
GEOGRAPHY (GEOG),GEOG415,Making Your Research Matter: Effective Design and Communication to Help Make an Impact on the World,3,"This hands-on course will set you on a path towards being a researcher and scientist who will make a positive difference in the world through good research practices and effective communication. Topics will include: reproducibility and ethics, creating effective graphics, giving engaging oral and poster presentations, writing abstracts, social media use in research, communication with journalists, operating in the judicial and political arenas, and stakeholder outreach and public talks."
GEOGRAPHY (GEOG),GEOG416,Applied Climatology: The Impacts of Climate and Weather on Environmental and Social Systems,3,"Applied climatology involves the interdisciplinary application of climate data and techniques to solve a wide range of societal and environmental problems. This projects-based course investigates how climate impacts a range of sectors, including water resources, urban environments, ecosystems, and human health."
GEOGRAPHY (GEOG),GEOG419,Field Methods in Physical Geography,3,"Involves evaluation of landscapes by examining nature and biophysical elements influencing landscape form and function. Course emphasizes data collection, analysis, and interpretation using GIS and field methods. (EES)"
GEOGRAPHY (GEOG),GEOG423,Social Geography,3,"A study of the spatial components of current social problems, such as poverty, race relations, environmental deterioration and pollution, and crime. (GHA)"
GEOGRAPHY (GEOG),GEOG424,Geographies of Religion,3,"This course considers the theoretical and empirical dimensions of religion from a geographical perspective. The course introduces the key theories linking space, place, and religion and helps students apply these new theoretical tools to examine some of the pressing issues in the contemporary study of religion."
GEOGRAPHY (GEOG),GEOG428,"Global Cities: Space, Power, and Identity in the Built Environment",3,"This course addresses questions of power, politics, and identity in the urban environment, with a focus on the emergence of key selected global cities and the processes that both created them historically and which are currently transforming them locally and globally."
GEOGRAPHY (GEOG),GEOG429,"Urban Political Geography: Durham, NC",3,"An interdisciplinary exploration of urban social problems, bridging the literature on urban geography with that on urban politics. Students will be required to complete 30 hours of service for an organization that works on an urban social issue."
GEOGRAPHY (GEOG),GEOG430,"Global Migrations, Local Impacts: Urbanization and Migration in the United States",3,"This course explores the relationship between patterns of urban development in the United States and migration, in both historical and contemporary contexts."
GEOGRAPHY (GEOG),GEOG435,Global Environmental Justice,3,"This advanced course brings geographical perspectives on place, space, scale, and environmental change to the study of environmental justice. In lectures, texts, and research projects, students examine environmental concerns as they intersect with racial, economic and political differences. Topics include environmental policy processes, environmental justice movements, environmental health risks, conservation, urban environments, and the role of science in environmental politics and justice. (GHA)"
GEOGRAPHY (GEOG),GEOG436,"Governance, Institutions, and Global Environmental Change",3,"Interdisciplinary course for advanced undergraduates and graduate students. Focuses on multiscale environmental issues and related social, institutional, governance, and policy challenges. Examines key concepts and theories involving global environmental change and problem-solving efforts."
GEOGRAPHY (GEOG),GEOG437,Social Vulnerability to Climate Change,3,How does climate change affect vulnerable human populations? We will attempt to answer a shared research question on this topic by reading the peer-reviewed literature and by conducting a semester-long data analysis project incorporating social and climate data from around the world. This is a course-based undergraduate research experience (CURE).
GEOGRAPHY (GEOG),GEOG440,Earth Surface Processes,3,"This course will focus on the processes of soil formation, erosion, and landform evolution with an emphasis on the interaction of geomorphic processes with surface hydrology and ecosystems. (EES)"
GEOGRAPHY (GEOG),GEOG441,Introduction to Watershed Systems,3,"Introduction to hydrologic and geomorphic processes in watersheds as applied to problems in flood analysis, water quality, and interactions of hydrology and environmental sciences. Drainage networks, nested catchments, and distribution and controls of precipitation, evaporation, runoff, and groundwater flow. Includes local field trips. (EES)"
GEOGRAPHY (GEOG),GEOG442,River Processes,3,"Introduction to landforms and processes associated with flowing water at the earth's surface. Hydrology, sedimentology, and theories of channel formation and drainage basin evolution. (ESS)"
GEOGRAPHY (GEOG),GEOG444,Landscape Biogeography,3,This course is concerned with the application of biogeographical principles and techniques to the study of natural and human-modified landscapes. It includes local and extraregional case studies. (EES)
GEOGRAPHY (GEOG),GEOG446,Geography of Health Care Delivery,3,"This course examines the role that geography plays in shaping how people interact with the health care system. Topics include health care delivery system types, facility and personnel distributions, access to care, health care utilization, as well as GIS, spatial analysis, and decision support systems."
GEOGRAPHY (GEOG),GEOG447,"Gender, Space, and Place in the Middle East",3,"Examines gender, space, and place relationships in the modern Middle East. Investigates shifting gender geographies of colonialism, nationalism, modernization, and globalization in this region. (GHA)"
GEOGRAPHY (GEOG),GEOG448,Transnational Geographies of Muslim Societies,3,"Examines modern Muslim geographies that are created by transnational flows, connections, and imaginaries that cross national and regional boundaries across the Middle East, Southeast Asia, and beyond."
GEOGRAPHY (GEOG),GEOG451,"Population, Development, and the Environment",3,"Introduction to contemporary and historical changes in human population, international development, and the global environment and how these processes interact, drawing on population geography as an organizing framework. Previously offered as GEOG 450."
GEOGRAPHY (GEOG),GEOG452,Mobile Geographies: The Political Economy of Migration,3,"This course explores the contemporary experience of migrants. Various theoretical approaches are introduced, with the emphasis on a political-economic approach. (GHA)"
GEOGRAPHY (GEOG),GEOG453,Political Geography,3,"The geography of politics is explored at the global, the nation-state, and the local scale in separate course units, but the interconnections between these geographical scales are emphasized throughout. (GHA)"
GEOGRAPHY (GEOG),GEOG456,Geovisualizing Change,3,"This course investigates the challenges, tools and techniques, and important applications of visualizing and analyzing geographic data that is temporally dynamic. We tackle technical challenges in obtaining, analyzing, and visualizing dynamic processes in space though maps, and discuss the consequences of our choices in how to re/present these processes. Students will produce original geovisualizations of dynamic data related to their field. Recommended preparation: experience with GIS software (GEOG 370 or GEOG 491)."
GEOGRAPHY (GEOG),GEOG457,"Rural Latin America: Agriculture, Environment, and Natural Resources",3,"This course explores a systems and cultural-ecological view of agriculture, environment, natural resource, and rural development issues in Latin America. It serves as a complement to GEOG 458 Urban Latin America. (Regional) Honors version available."
GEOGRAPHY (GEOG),GEOG458,"Urban Latin America: Politics, Economy, and Society",3,This course examines urban social issues in contemporary Latin America. Cities and their residents will be considered in relation to each other and to North American examples. (Regional)
GEOGRAPHY (GEOG),GEOG460,Geographies of Economic Change,3,This course is designed to explore changing geographies of production and consumption in theory and in practice.
GEOGRAPHY (GEOG),GEOG464,"Europe Today: Transnationalism, Globalisms, and the Geographies of Pan-Europe",3,A survey by topic and country of Europe west of Russia. Those features that make Europe a distinct and important region today are emphasized. (Regional)
GEOGRAPHY (GEOG),GEOG468,Environmental Justice in Urban Europe,3,"While much attention has been given to Europe's ""green"" cities and the region's examples of sustainable development, less attention has been given to the ways in which the uneven distributions of environmental degradation have social and spatial ramifications within and beyond the region. This course will provide an overview of environmental justice in urban Europe to consider the key concepts, topics, debates, and trends shaping people and places there."
GEOGRAPHY (GEOG),GEOG470,Political Ecology: Geographical Perspectives,3,Examines foundational concepts and methods and their relevance for understanding nature-society relationships. Discussions on environmental change and conflict and how nature is bound up with relations of power and constructions of identity.
GEOGRAPHY (GEOG),GEOG477,Introduction to Remote Sensing of the Environment,3,"Covers fundamental theory and mechanics of remote sensing, related theoretical aspects of radiation and the environment, and remote-sensing applications relating to terrestrial, atmospheric, and marine environments. Hands-on experience for application and information extraction from satellite-based imagery through biweekly laboratory assignments. Prepares students for GEOG 577. (GISc)"
GEOGRAPHY (GEOG),GEOG480,"Liberation Geographies: The Place, Politics, and Practice of Resistance",3,"An examination of the theory and history of resistance in the modern world, including instances of contestation from 'foot dragging' to the formation of social movements, and exploring the relationship between place and protest."
GEOGRAPHY (GEOG),GEOG491,Introduction to GIS,3,Stresses the spatial analysis and modeling capabilities of organizing data within a geographic information system. (GISci)
GEOGRAPHY (GEOG),GEOG492,Radical Black Thought,3,"The premise of this course is that the possibilities articulated by radical Black intellectuals and artists in Africa and its diaspora are key to dismantling systems of oppression. It includes theories of unfreedoms derived from experiences of oppression-colonization, slavery, mass incarceration, racial inequity. It also examines radical Black responses to unfreedoms through practices of mental (de)colonization and moral courage, epistemology and pedagogy, human-earth relationships and environmental justice."
GEOGRAPHY (GEOG),GEOG493,Internship,3,Open to junior and senior geography majors. Geography internships combine substantive geographic work experience with an academic project designed to integrate theory and practice. Field work is included.
GEOGRAPHY (GEOG),GEOG541,GIS in Public Health,3,Explores theory and application of geographic information systems (GIS) for public health. The course includes an overview of the principles of GIS in public health and practical experience in its use. (GISci)
GEOGRAPHY (GEOG),GEOG542,Neighborhoods and Health,3,This course explores how neighborhood context influences the health of the populations living in them. It includes a survey of neighborhoods and health theory and empirical examples. (GHA)
