h2,h3,p,program,department
Special Opportunities in Computer Science,Honors in Computer Science,Students are eligible for graduation with honors if they complete the following requirements:Students interested in pursuing honors in computer science are encouraged to contact the director of undergraduate studies.,"Computer Science Major, B.S.",Computer Science
Special Opportunities in Computer Science,High-Impact Experiences,"When arranged in advance with a supervising faculty member, COMP293 can be used to earn credit for appropriate work experience. COMP293 satisfies the high-impact experience requirement. Another possibility is through study abroad (see below).","Computer Science Major, B.S.",Computer Science
Special Opportunities in Computer Science,Assistantships and Internships,"In addition to their classroom experiences, undergraduates may enhance their learning experience as research assistants or learning assistants. Students also can participate in nationally recognized research programs or use the department's facilities to pursue self-directed research with a faculty member.Work-study students can gain valuable work experience as assistants on the departments computer services staff or on development or research activities with faculty. The department also encourages students to pursue internship experiences. Carolinas proximity to Research Triangle Park means that computer science majors have many internship and postgraduation opportunities available in their own backyard.","Computer Science Major, B.S.",Computer Science
Special Opportunities in Computer Science,Study Abroad,"Study abroad opportunities with priority for computer science students are offered through a number of international institutions including the National University of Singapore (NUS) School of Computing, Lancaster University, Trinity UniversityDublin, University of New South Wales, and Seoul National University. Study abroad at NUS is eligible for the Phillips Ambassadors Scholarship. Please see thePhillips Ambassadors websitefor more information. Availability of these programs may vary and additional programs may be available.Application for study abroad is through the Universitys Study Abroad Office.Study abroad satisfies the experiential education General Education requirement of the undergraduate curriculum. Up to two computer science courses taken at these institutions may be counted toward the major as computer science electives beyond the introductory sequence. Specific course equivalencies for some programs are posted on the departments website. Students interested in taking a course not listed should contact the director of undergraduate studies before registering for courses at the school.","Computer Science Major, B.S.",Computer Science
Special Opportunities in Computer Science,Undergraduate Awards,"The department awards two yearly prizes to computer science majors. In conjunction with SAS Institute, the department annually presents the Charles H. Dunham Scholarship. The Dunham scholarship includes a scholarship and a summer internship at SAS and is awarded in the fall semester to a student in their junior year. The department also annually presents the Stephen F. Weiss Award for Outstanding Achievement in Computer Science, which includes a cash prize. The Weiss award is presented to a student in the spring of their senior year.","Computer Science Major, B.S.",Computer Science
Dual BachelorsMasters Degree Program,,"Students in the B.S. degree program with a GPA of 3.2 or better after five or more semesters of study have the option of applying to the dual B.S.M.S. program at UNCChapel Hill to pursue graduate coursework leading to the degree of master of science. Such students must complete the requirements for the bachelor of science degree within eight semesters. Upon completion of the B.S. degree, students then enroll as a graduate student to continue work towards the master of science degree.The requirements for the master of science degree can be found in the Graduate Catalog. Generally, the masters degree requires 30 additional hours of computer science coursework. Up to nine credit hours of computer science coursework taken while an undergraduate can be applied to the masters degree if the coursework is not also used to satisfy the graduation requirements for the bachelors degree. The requirements for the masters can be completed in as few as two additional semesters, for a total of 10 semesters of study.Students interested in the dual-degree program should have completed (or be on track to complete) seven computer science courses at the 400 level or higher by the end of their sixth semester. Students must formally apply for admission to the combined B.S.M.S. program, and it is expected that the application process would take place in the students sixth semester. Students applying in their sixth semester of study will be notified of the outcome of their application by the end of their sixth semester.Students interested in the dual-degree program are strongly advised to consult the director of undergraduate studies in the Department of Computer Science in their sophomore year to discuss eligibility and an appropriate plan of study.","Computer Science Major, B.S.",Computer Science
,,See the program page here for special opportunities.,Computer Science Minor,Computer Science
Special Opportunities in Geological Sciences,Honors in Geological Sciences,"The honors program is open to undergraduates with an overall grade point average of 3.3 or better as of the beginning of the fall semester of the senior year. To participate in this program, the student chooses a research topic in consultation with his or her chosen faculty sponsor and conducts the research during the last two semesters in residence. The research project should represent the equivalent time expenditure of six hours of course credit and is taken as GEOL691H (fall semester) and GEOL692H (spring semester).Upon recommendation of the faculty, students may be awarded the degree with honors or highest honors. Highest honors is reserved for students who have distinguished themselves in both coursework and independent research. In order to obtain this distinction the student must maintain a grade point average of 3.60 or higher and complete a research project that is worthy of peer-reviewed publication.","Geological Sciences Major, B.A.–Earth Science","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Departmental Involvement,"The department encourages the active participation of undergraduates in department research, teaching, and social life. In addition to opportunities for experiential education and teaching internships described below, the department has an active Geology Honor Fraternity and Geology Club and regularly sponsors field excursions, career information sessions, and social events. Dates, times, and locations for all events are posted on the website and in the main lobby on the first floor of Mitchell Hall.","Geological Sciences Major, B.A.–Earth Science","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Experiential Education,"Many geology courses emphasize experiential learning through field and laboratory work. Most degree tracks include a field geology course (GEOL485 and GEOL486 or a similar course in another department) that fulfills the experiential education General Education requirement (in the Making Connections curriculum). Additionally, all students are encouraged to contact faculty members about conducting independent research, either as an honors thesis or a senior thesis project.","Geological Sciences Major, B.A.–Earth Science","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,UNCBEST,"The UNC Baccalaureate Education in Science and Teaching (UNCBEST) Program is a collaboration between the School of Education and the College of Arts and Sciences and is designed to allow undergraduate science majors interested in teaching high school science the opportunity to earn their science degree and obtain licensure as a North Carolina high school science teacher in four years.For more details on admission requirements, application deadlines, and submitting an online application, visit the School of Education website.","Geological Sciences Major, B.A.–Earth Science","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Study Abroad,"Although the department has no formalized study abroad program, many students participate in a study abroad program, and some receive credit for geology coursework completed abroad. Students interested in a study abroad program should contact the director of undergraduate studies. Students must receive approval from the director of undergraduate studies prior to taking courses abroad for geology credit.","Geological Sciences Major, B.A.–Earth Science","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Undergraduate Awards,"The Op White Prize in Geology, established in 1966, consists of a cash prize and an engraved bronze plaque displayed in the geology office. The award is given annually to the outstanding senior in geology.","Geological Sciences Major, B.A.–Earth Science","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Field Camp Scholarships,Several scholarships for geology field camp are awarded each year from the Grover Murray and Anadarko funds.,"Geological Sciences Major, B.A.–Earth Science","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Undergraduate Research,The department encourages qualified undergraduate students to conduct independent research on an interesting geologic topic under the direction of a geological sciences faculty member. This research can be conducted as a one- to four-credit hour project (GEOL395) or in conjunction with the geology honors program.,"Geological Sciences Major, B.A.–Earth Science","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Honors in Geological Sciences,"The honors program is open to undergraduates with an overall grade point average of 3.3 or better as of the beginning of the fall semester of the senior year. To participate in this program, the student chooses a research topic in consultation with his or her chosen faculty sponsor and conducts the research during the last two semesters in residence. The research project should represent the equivalent time expenditure of six hours of course credit and is taken as GEOL691H (fall semester) and GEOL692H (spring semester).Upon recommendation of the faculty, students may be awarded the degree with honors or highest honors. Highest honors is reserved for students who have distinguished themselves in both coursework and independent research. In order to obtain this distinction the student must maintain a grade point average of 3.60 or higher and complete a research project that is worthy of peer-reviewed publication.","Geological Sciences Major, B.S.–Earth Science","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Departmental Involvement,"The department encourages the active participation of undergraduates in department research, teaching, and social life. In addition to opportunities for experiential education and teaching internships described below, the department has an active Geology Honor Fraternity and Geology Club and regularly sponsors field excursions, career information sessions, and social events. Dates, times, and locations for all events are posted on the website and in the main lobby on the first floor of Mitchell Hall.","Geological Sciences Major, B.S.–Earth Science","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Experiential Education,"Many geology courses emphasize experiential learning through field and laboratory work. Most degree tracks include a field geology course (GEOL485 and GEOL486 or a similar course in another department) that fulfills the experiential education General Education requirement (in the Making Connections curriculum). Additionally, all students are encouraged to contact faculty members about conducting independent research, either as an honors thesis or a senior thesis project.","Geological Sciences Major, B.S.–Earth Science","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,UNCBEST,"The UNC Baccalaureate Education in Science and Teaching (UNCBEST) Program is a collaboration between the School of Education and the College of Arts and Sciences and is designed to allow undergraduate science majors interested in teaching high school science the opportunity to earn their science degree and obtain licensure as a North Carolina high school science teacher in four years.For more details on admission requirements, application deadlines, and submitting an online application, visit the School of Education website.","Geological Sciences Major, B.S.–Earth Science","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Study Abroad,"Although the department has no formalized study abroad program, many students participate in a study abroad program, and some receive credit for geology coursework completed abroad. Students interested in a study abroad program should contact the director of undergraduate studies. Students must receive approval from the director of undergraduate studies prior to taking courses abroad for geology credit.","Geological Sciences Major, B.S.–Earth Science","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Undergraduate Awards,"The Op White Prize in Geology, established in 1966, consists of a cash prize and an engraved bronze plaque displayed in the geology office. The award is given annually to the outstanding senior in geology.","Geological Sciences Major, B.S.–Earth Science","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Field Camp Scholarships,Several scholarships for geology field camp are awarded each year from the Grover Murray and Anadarko funds.,"Geological Sciences Major, B.S.–Earth Science","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Undergraduate Research,The department encourages qualified undergraduate students to conduct independent research on an interesting geologic topic under the direction of a geological sciences faculty member. This research can be conducted as a one- to four-credit hour project (GEOL395) or in conjunction with the geology honors program.,"Geological Sciences Major, B.S.–Earth Science","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Honors in Geological Sciences,"The honors program is open to undergraduates with an overall grade point average of 3.3 or better as of the beginning of the fall semester of the senior year. To participate in this program, the student chooses a research topic in consultation with his or her chosen faculty sponsor and conducts the research during the last two semesters in residence. The research project should represent the equivalent time expenditure of six hours of course credit and is taken as GEOL691H (fall semester) and GEOL692H (spring semester).Upon recommendation of the faculty, students may be awarded the degree with honors or highest honors. Highest honors is reserved for students who have distinguished themselves in both coursework and independent research. In order to obtain this distinction the student must maintain a grade point average of 3.60 or higher and complete a research project that is worthy of peer-reviewed publication.","Geological Sciences Major, B.S.–Environmental Geoscience","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Departmental Involvement,"The department encourages the active participation of undergraduates in department research, teaching, and social life. In addition to opportunities for experiential education and teaching internships described below, the department has an active Geology Honor Fraternity and Geology Club and regularly sponsors field excursions, career information sessions, and social events. Dates, times, and locations for all events are posted on the website and in the main lobby on the first floor of Mitchell Hall.","Geological Sciences Major, B.S.–Environmental Geoscience","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Experiential Education,"Many geology courses emphasize experiential learning through field and laboratory work. Most degree tracks include a field geology course (GEOL485 and GEOL486 or a similar course in another department) that fulfills the experiential education General Education requirement (in the Making Connections curriculum). Additionally, all students are encouraged to contact faculty members about conducting independent research, either as an honors thesis or a senior thesis project.","Geological Sciences Major, B.S.–Environmental Geoscience","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,UNCBEST,"The UNC Baccalaureate Education in Science and Teaching (UNCBEST) Program is a collaboration between the School of Education and the College of Arts and Sciences and is designed to allow undergraduate science majors interested in teaching high school science the opportunity to earn their science degree and obtain licensure as a North Carolina high school science teacher in four years.For more details on admission requirements, application deadlines, and submitting an online application, visit the School of Education website.","Geological Sciences Major, B.S.–Environmental Geoscience","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Study Abroad,"Although the department has no formalized study abroad program, many students participate in a study abroad program, and some receive credit for geology coursework completed abroad. Students interested in a study abroad program should contact the director of undergraduate studies. Students must receive approval from the director of undergraduate studies prior to taking courses abroad for geology credit.","Geological Sciences Major, B.S.–Environmental Geoscience","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Undergraduate Awards,"The Op White Prize in Geology, established in 1966, consists of a cash prize and an engraved bronze plaque displayed in the geology office. The award is given annually to the outstanding senior in geology.","Geological Sciences Major, B.S.–Environmental Geoscience","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Field Camp Scholarships,Several scholarships for geology field camp are awarded each year from the Grover Murray and Anadarko funds.,"Geological Sciences Major, B.S.–Environmental Geoscience","Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Geological Sciences,Undergraduate Research,The department encourages qualified undergraduate students to conduct independent research on an interesting geologic topic under the direction of a geological sciences faculty member. This research can be conducted as a one- to four-credit hour project (GEOL395) or in conjunction with the geology honors program.,"Geological Sciences Major, B.S.–Environmental Geoscience","Earth, Marine, and Enivronmental Sciences"
,,See the program page here for special opportunities.,Geological Sciences Minor,"Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Marine Sciences,Undergraduate Research,"The department offers opportunities to undergraduates to conduct directed research in our laboratories. Students work directly with faculty members and may enroll for credit as part of an honors or research project. The liaison for undergraduate research provides information about research opportunities in marine sciences, and assists undergraduates in finding a faculty advisor/research group that matches their interests.",Marine Sciences Minor,"Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Marine Sciences,Experiential Education,There are three opportunities for experiential education in Marine Sciences:,Marine Sciences Minor,"Earth, Marine, and Enivronmental Sciences"
Special Opportunities in Environmental Science and Studies,Honors in Environmental Science or Studies,"Students in either the B.S. or B.A. degree program may participate in honors research leading to graduation with honors or highest honors. This distinction is earned by participation in honors research (ENEC693H) and culminates in ENEC694H, thesis writing and defense. Students should follow the guidelines established by Honors Carolina and meet with the faculty honors advisor, Dr. Geoff Bell, to ensure that appropriate requirements are fulfilled. (Requirements can be found on the Honors Program website). Honors students can use three credit hours of ENEC693H (research) or ENEC694H (thesis), but not both courses, to fulfill a concentration requirement.","Environmental Studies Major, B.A.","Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Departmental Involvement,The Carolina Environmental Student Alliance (CESA) is an interdisciplinary organization dedicated to uniting the environmental interests of students across campus. Participation is open to all students and community members with an interest in the environment.,"Environmental Studies Major, B.A.","Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Experiential Education,"Possibilities for experiential education include APPLES service-learning courses (ENEC593), Coral Reef Ecology and Management (ENEC259), Sierra Nevada Program (ENEC208), internships (ENEC393, ENEC493), research (ENEC395, ENEC396, ENEC698), and honors research (ENEC693H, ENEC694H). Additionally, a series of experiential education field sites is available in North Carolina and around the world where students may take coursework and conduct research for a semester. Fall semester field sites are offered in North Carolina at Highlands Biological Station (mountain/ecology), the Institute for Marine Sciences (marine ecology/geology), and the Coastal Studies Institute/Outer Banks (coastal policy and economics). Spring semester field sites are offered on the UNC campus (Sustainable Triangle field site) and in Thailand (energy and pollution). The Thailand field site experience incorporates part of the following summer as well. Summer programs are also offered in the Galapagos via UNC's Center for Galapagos Studies. Contact our advisors about other opportunities. Faculty members often arrange Burch Program summer educational trips to such locations as Australia (conservation, restoration, and natural resource management), Siberia, Russia (ecology and anthropology), the Sierra Nevadas (ecology and physical geography), and northern Europe (energy, sustainability, and communication).","Environmental Studies Major, B.A.","Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Internships,"Students are encouraged to apply for paid or unpaid internships in local, state, national, and international environmental organizations. Internship opportunities can be found through the Ecostudio Internship Incubator website.These internships provide valuable practical experience, and some may be conducted for academic credit. Students interested in academic credit should contact the director of undergraduate studies, Dr. Amy Cooke, or the Ecostudio, to obtain the required application for credit before the term begins.","Environmental Studies Major, B.A.","Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Study Abroad,"Exchange and other study abroad programs are available through the UNC Study Abroad Office. At some locations students may take courses for UNC credit, such as some field sites listed above. Students may take courses at other universities during study abroad and apply for transfer credit as well. We encourage students to participate in study abroad during their career at Carolina.","Environmental Studies Major, B.A.","Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Undergraduate Awards,"Undergraduates may be considered for the Watts and Betsy Carr Awards, Mary and Watts Hill Jr. Awards, and Robert Alonzo Winston Scholarships.","Environmental Studies Major, B.A.","Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Undergraduate Research,"All students are encouraged (but not required) to complete an independent or team research project. Such projects introduce students to the tools needed for graduate study. They also provide an important opportunity for working directly with the world-class environmental faculty members and graduate students at UNCChapel Hill, as well as in the many environmental organizations in the Research Triangle. The Triangle area contains one of the largest collections of environmental organizations and expertise in the world, providing unique opportunities for students to conduct research on an immense range of topics from fundamental scientific research to policy applications. Students interested in obtaining course credit for research should speak with either Dr. Geoff Bell (honors advisor) or Dr. Amy Cooke (director of undergraduate studies) to ensure all the requirements and appropriate paperwork has been approved within the first week of classes.","Environmental Studies Major, B.A.","Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Honors in Environmental Science or Studies,"Students in either the B.S. or B.A. degree program may participate in honors research leading to graduation with honors or highest honors. This distinction is earned by participation in honors research (ENEC693H) and culminates in ENEC694H, thesis writing and defense. Students should follow the guidelines established by Honors Carolina and meet with the faculty honors advisor, Dr. Geoff Bell, to ensure that appropriate requirements are fulfilled. (Requirements can be found on the Honors Program website). Honors students can use three credit hours of ENEC693H (research) or ENEC694H (thesis), but not both courses, to fulfill a concentration requirement.","Environmental Science Major, B.S.","Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Departmental Involvement,The Carolina Environmental Student Alliance (CESA) is an interdisciplinary organization dedicated to uniting the environmental interests of students across campus. Participation is open to all students and community members with an interest in the environment.,"Environmental Science Major, B.S.","Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Experiential Education,"Possibilities for experiential education include APPLES service-learning courses (ENEC593), Coral Reef Ecology and Management (ENEC259), Sierra Nevada Program (ENEC208), internships (ENEC393, ENEC493), research (ENEC395, ENEC396, ENEC698), and honors research (ENEC693H, ENEC694H). Additionally, a series of experiential education field sites is available in North Carolina and around the world where students may take coursework and conduct research for a semester. Fall semester field sites are offered in North Carolina at Highlands Biological Station (mountain/ecology), the Institute for Marine Sciences (marine ecology/geology), and the Coastal Studies Institute/Outer Banks (coastal policy and economics). Spring semester field sites are offered on the UNC campus (Sustainable Triangle field site) and in Thailand (energy and pollution). The Thailand field site experience incorporates part of the following summer as well. Summer programs are also offered in the Galapagos via UNC's Center for Galapagos Studies. Contact our advisors about other opportunities. Faculty members often arrange Burch Program summer educational trips to such locations as Australia (conservation, restoration, and natural resource management), Siberia, Russia (ecology and anthropology), the Sierra Nevadas (ecology and physical geography), and northern Europe (energy, sustainability, and communication).","Environmental Science Major, B.S.","Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Internships,"Students are encouraged to apply for paid or unpaid internships in local, state, national, and international environmental organizations. Internship opportunities can be found through the Ecostudio Internship Incubator website.These internships provide valuable practical experience, and some may be conducted for academic credit. Students interested in academic credit should contact the director of undergraduate studies, Dr. Amy Cooke, or the Ecostudio, to obtain the required application for credit before the term begins.","Environmental Science Major, B.S.","Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Study Abroad,"Exchange and other study abroad programs are available through the UNC Study Abroad Office. At some locations students may take courses for UNC credit, such as some field sites listed above. Students may take courses at other universities during study abroad and apply for transfer credit as well. We encourage students to participate in study abroad during their career at Carolina.","Environmental Science Major, B.S.","Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Undergraduate Awards,"Undergraduates may be considered for the Watts and Betsy Carr Awards, Mary and Watts Hill Jr. Awards, and Robert Alonzo Winston Scholarships.","Environmental Science Major, B.S.","Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Undergraduate Research,"All students are encouraged (but not required) to complete an independent or team research project. Such projects introduce students to the tools needed for graduate study. They also provide an important opportunity for working directly with the world-class environmental faculty members and graduate students at UNCChapel Hill, as well as in the many environmental organizations in the Research Triangle. The Triangle area contains one of the largest collections of environmental organizations and expertise in the world, providing unique opportunities for students to conduct research on an immense range of topics from fundamental scientific research to policy applications. Students interested in obtaining course credit for research should speak with either Dr. Geoff Bell (honors advisor) or Dr. Amy Cooke (director of undergraduate studies) to ensure all the requirements and appropriate paperwork has been approved within the first week of classes.","Environmental Science Major, B.S.","Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Honors in Environmental Science or Studies,"Students in either the B.S. or B.A. degree program may participate in honors research leading to graduation with honors or highest honors. This distinction is earned by participation in honors research (ENEC693H) and culminates in ENEC694H, thesis writing and defense. Students should follow the guidelines established by Honors Carolina and meet with the faculty honors advisor, Dr. Geoff Bell, to ensure that appropriate requirements are fulfilled. (Requirements can be found on the Honors Program website). Honors students can use three credit hours of ENEC693H (research) or ENEC694H (thesis), but not both courses, to fulfill a concentration requirement.",Dual Bachelor's-Master's Degree Programs,"Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Departmental Involvement,The Carolina Environmental Student Alliance (CESA) is an interdisciplinary organization dedicated to uniting the environmental interests of students across campus. Participation is open to all students and community members with an interest in the environment.,Dual Bachelor's-Master's Degree Programs,"Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Experiential Education,"Possibilities for experiential education include APPLES service-learning courses (ENEC593), Coral Reef Ecology and Management (ENEC259), Sierra Nevada Program (ENEC208), internships (ENEC393, ENEC493), research (ENEC395, ENEC396, ENEC698), and honors research (ENEC693H, ENEC694H). Additionally, a series of experiential education field sites is available in North Carolina and around the world where students may take coursework and conduct research for a semester. Fall semester field sites are offered in North Carolina at Highlands Biological Station (mountain/ecology), the Institute for Marine Sciences (marine ecology/geology), and the Coastal Studies Institute/Outer Banks (coastal policy and economics). Spring semester field sites are offered on the UNC campus (Sustainable Triangle field site) and in Thailand (energy and pollution). The Thailand field site experience incorporates part of the following summer as well. Summer programs are also offered in the Galapagos via UNC's Center for Galapagos Studies. Contact our advisors about other opportunities. Faculty members often arrange Burch Program summer educational trips to such locations as Australia (conservation, restoration, and natural resource management), Siberia, Russia (ecology and anthropology), the Sierra Nevadas (ecology and physical geography), and northern Europe (energy, sustainability, and communication).",Dual Bachelor's-Master's Degree Programs,"Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Internships,"Students are encouraged to apply for paid or unpaid internships in local, state, national, and international environmental organizations. Internship opportunities can be found through the Ecostudio Internship Incubator website.These internships provide valuable practical experience, and some may be conducted for academic credit. Students interested in academic credit should contact the director of undergraduate studies, Dr. Amy Cooke, or the Ecostudio, to obtain the required application for credit before the term begins.",Dual Bachelor's-Master's Degree Programs,"Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Study Abroad,"Exchange and other study abroad programs are available through the UNC Study Abroad Office. At some locations students may take courses for UNC credit, such as some field sites listed above. Students may take courses at other universities during study abroad and apply for transfer credit as well. We encourage students to participate in study abroad during their career at Carolina.",Dual Bachelor's-Master's Degree Programs,"Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Undergraduate Awards,"Undergraduates may be considered for the Watts and Betsy Carr Awards, Mary and Watts Hill Jr. Awards, and Robert Alonzo Winston Scholarships.",Dual Bachelor's-Master's Degree Programs,"Environment, Ecology, and Energy Program"
Special Opportunities in Environmental Science and Studies,Undergraduate Research,"All students are encouraged (but not required) to complete an independent or team research project. Such projects introduce students to the tools needed for graduate study. They also provide an important opportunity for working directly with the world-class environmental faculty members and graduate students at UNCChapel Hill, as well as in the many environmental organizations in the Research Triangle. The Triangle area contains one of the largest collections of environmental organizations and expertise in the world, providing unique opportunities for students to conduct research on an immense range of topics from fundamental scientific research to policy applications. Students interested in obtaining course credit for research should speak with either Dr. Geoff Bell (honors advisor) or Dr. Amy Cooke (director of undergraduate studies) to ensure all the requirements and appropriate paperwork has been approved within the first week of classes.",Dual Bachelor's-Master's Degree Programs,"Environment, Ecology, and Energy Program"
,,See the program page here for special opportunities.,Environmental Science and Studies Minor,"Environment, Ecology, and Energy Program"
Graduate School and Career Opportunities,,"The minor in food studies, in combination with a students major of interest, prepares students for a variety of careers in health and nutrition, arts and culture, media and journalism, health affairs policy and program management, social services, the academy, entrepreneurship and intraprenuership, environmental work and sustainability, and consulting. The minor may also be of value for those planning postgraduate studies.",Food Studies Minor,"Environment, Ecology, and Energy Program"
,,See the program page here for special opportunities.,Sustainability Studies Minor,"Environment, Ecology, and Energy Program"
Special Opportunities in Exercise and Sport Science,Honors in Exercise and Sport Science,"The senior honors program provides exercise and sport science majors the opportunity to pursue an independent, two-semester research project. A student must have an overall grade point average of 3.3 or above prior to acceptance into the departmental honors program and must maintain an overall average of 3.3 or above to remain in the program. Students complete EXSS693H and EXSS694H. Honors study involves the completion of a substantial piece of original research and the formal oral presentation of the results. Those successfully completing the program are awarded their degree with either honors or highest honors. Previous senior honors thesis topics and more information can be found on the EXSS department web page. Please contact Dr. Claudio Battaglini by email if you are interested.","Exercise and Sport Science Major, B.A.–General",Exercise and Sport Science
Special Opportunities in Exercise and Sport Science,Departmental Involvement,"In addition to its academic offerings, the department houses many research laboratories, and the campus recreation program. Both provide experiences outside the classroom. Students may also affiliate with the Carolina Sports Business Club and the Carolina Sport Administration Club.","Exercise and Sport Science Major, B.A.–General",Exercise and Sport Science
Special Opportunities in Exercise and Sport Science,Experiential Education/High-Impact,The following courses satisfy the experiential education requirement in the Making Connections curriculum and some satisfy the high-impact experience requirement in the IDEAs in Action curriculum.,"Exercise and Sport Science Major, B.A.–General",Exercise and Sport Science
Special Opportunities in Exercise and Sport Science,Laboratory Teaching Internships and Assistantships,The fitness professional students serve a practicum with local fitness organizations.,"Exercise and Sport Science Major, B.A.–General",Exercise and Sport Science
Special Opportunities in Exercise and Sport Science,Study Abroad,The Department of Exercise and Sport Science offers summer study abroad programs depending on faculty availability. Refer to the departments website and the study abroad website for more information. For other study abroad experiences the department will gladly work with its majors in advance of the experience to determine appropriate credit.,"Exercise and Sport Science Major, B.A.–General",Exercise and Sport Science
Special Opportunities in Exercise and Sport Science,Undergraduate Awards,"The Patrick F. Earey Award, named in honor of a longtime faculty member, is given annually to the outstanding senior major in the department. The award signifies exemplary leadership, academic achievement, and extracurricular involvement by a senior exercise and sport science major.The Ronald W. Hyatt Scholarship, named in honor of the late Dr. Hyatt, one of Carolinas priceless gems and a faculty member in the department, is a merit-based scholarship awarded annually to an outstanding full-time undergraduate exercise and sport science major with junior status.","Exercise and Sport Science Major, B.A.–General",Exercise and Sport Science
Special Opportunities in Exercise and Sport Science,Undergraduate Research,"Students are encouraged to explore research interests by taking EXSS395, completing independent research studies, or writing senior honors theses. Please review the EXSS website under the research laboratories tab to determine where your research interest lies. Contacting individual faculty in your area of interest is encouraged, or reach out to Claudio Battaglini, the EXSS director of undergraduate research.","Exercise and Sport Science Major, B.A.–General",Exercise and Sport Science
Special Opportunities in Exercise and Sport Science,Honors in Exercise and Sport Science,"The senior honors program provides exercise and sport science majors the opportunity to pursue an independent, two-semester research project. A student must have an overall grade point average of 3.3 or above prior to acceptance into the departmental honors program and must maintain an overall average of 3.3 or above to remain in the program. Students complete EXSS693H and EXSS694H. Honors study involves the completion of a substantial piece of original research and the formal oral presentation of the results. Those successfully completing the program are awarded their degree with either honors or highest honors. Previous senior honors thesis topics and more information can be found on the EXSS department web page. Please contact Dr. Claudio Battaglini by email if you are interested.","Exercise and Sport Science Major, B.A.–Fitness Professional",Exercise and Sport Science
Special Opportunities in Exercise and Sport Science,Departmental Involvement,"In addition to its academic offerings, the department houses many research laboratories, and the campus recreation program. Both provide experiences outside the classroom. Students may also affiliate with the Carolina Sports Business Club and the Carolina Sport Administration Club.","Exercise and Sport Science Major, B.A.–Fitness Professional",Exercise and Sport Science
Special Opportunities in Exercise and Sport Science,Experiential Education/High-Impact,The following courses satisfy the experiential education requirement in the Making Connections curriculum and some satisfy the high-impact experience requirement in the IDEAs in Action curriculum.,"Exercise and Sport Science Major, B.A.–Fitness Professional",Exercise and Sport Science
Special Opportunities in Exercise and Sport Science,Laboratory Teaching Internships and Assistantships,The fitness professional students serve a practicum with local fitness organizations.,"Exercise and Sport Science Major, B.A.–Fitness Professional",Exercise and Sport Science
